Uniprot_ID,Day1-1,Day1-2,Day2-1,Day2-2,Day3-1,Day3-2
H7C6C1,16452.17773,21996.96484,25602.72461,20469.57031,20085.94727,11887.49902
H7C6C3,4311.159668,4125.41748,4428.425293,4149.924316,4341.742188,4250.932617
H7C6C4,5345.436523,5261.209961,5146.776367,5131.669922,5204.390625,5141.970703
H7C6C7,3452.736572,3630.545898,3335.685059,3484.115723,3476.946045,3805.155029
H7C6D0,4584.493164,4283.358398,4061.597656,4251.685547,4102.540527,4574.453125
H7C6D1,1169.167725,1210.786011,1227.009277,1102.722778,1313.080688,1175.814087
H7C7J6,6952.777344,7234.350098,7117.938477,7081.599609,6969.025879,7484.885254
H7C7J7,4339.996094,4123.812012,4271.914063,4328.72998,4492.263672,3892.589844
H7C7J8,283.4629211,259.9117432,259.5690002,314.9268188,279.2272644,297.1334839
H7C7K2,9843.329102,10126.43457,9927.358398,9789.654297,9913.145508,10031.05469
H7C7K3,2269.094238,2611.667969,2007.676758,2417.124268,2251.003906,2026.553833
O24748,1155.435791,1250.154785,1111.232788,1208.620239,1226.817627,1169.164429
O31139,1670.724731,1741.952759,1760.608398,1688.32312,1777.246948,1623.073853
O52377,1000.066467,940.4074097,910.5806274,998.0556641,950.2945557,886.0177612
O68602,3579.242676,3742.77832,3818.841309,3881.178711,3717.207275,2845.931152
O68640,825.0656128,918.9581299,918.3496094,872.0635376,947.8208008,873.4555664
O69043,1712.050415,2042.565186,2117.668701,2095.839111,2199.158936,1775.664429
O69282,20369.98438,20137.54102,20534.79297,20960.03906,20869.2207,20387.64258
O85175,1147.033081,1109.847534,1093.952637,1077.598755,1121.499268,1108.060303
O85176,15006.96387,15159.00879,14907.35547,15186.50098,15564.7998,15070.57422
O87330,1075.038452,1075.12085,1129.601563,998.5306396,1147.772217,1003.321594
O87331,2821.311523,2841.780273,2836.962646,2706.975342,2747.046875,2888.191895
O88101,3575.589111,3588.296631,3700.086182,3574.145996,3723.27417,3869.730225
P04964,9545.325195,9011.449219,8999.488281,9199.989258,8907.957031,9175.192383
P06557,4479.938477,4571.631836,4656.050293,4477.596191,4665.506348,4630.914551
P06558,2232.457275,2428.39624,2476.239746,2548.287598,2284.386963,1744.775757
P06559,6067.864746,6068.975098,6280.395996,6377.717285,6204.035156,6081.330566
P06560,11048.77539,11304.47559,11286.82129,11285.48145,11471.70605,11294.02148
P06561,4180.21582,4326.929688,4413.324707,4236.486328,4298.33252,4195.022461
P06562,7706.170898,7918.870117,7789.520508,7929.575684,7756.824707,6320.15625
P07128,2476.185059,2342.410156,2273.971191,2398.1875,2266.776611,2297.963623
P08499,27565.97266,28429.20898,27507.25977,27230.23633,26659.4707,26747.57813
P09890,1666.656372,1596.984253,1590.445313,1542.664307,1714.755371,1462.313354
P0C1D8,11038.68262,10591.58008,11043.52637,10795.08496,10651.11914,9834.789063
P0C1E0,13684.36914,13685.92383,14348.5,13894.37012,13848.77539,13427.23926
P0C1E2,2039.999146,2047.958374,2042.893188,2076.335205,2052.437256,1974.799927
P0C1E4,3931.088623,4240.647949,4640.326172,4392.952637,4422.07666,4116.644043
P0C1E6,1068.355469,1005.882935,1099.517944,1132.319214,1123.798584,1117.045288
P0C1E8,2700.003174,2512.669189,2649.084961,2812.949951,2824.858154,2833.905518
P0C543,893.4146729,781.9039917,870.0012207,857.8911133,833.0558472,850.1213989
P0C544,8954.452148,8570.894531,8665.231445,8672.114258,8522.914063,8713.532227
P0DJB1,228.9751129,185.0203247,175.2322998,244.0593262,159.2232056,173.5001068
P10341,2155.2229,2035.971558,2104.003418,2123.02124,2036.162476,2077.214844
P12880,14539.39648,14890.84766,15071.34863,14611.20215,15058.05078,15007.86621
P19537,26947.20898,28527.52148,28422.58203,27965.1543,29496.16992,24613.63672
P19583,20144.92969,19723.07031,19954.61133,19540.6582,20575.77148,18080.83789
P19808,4549.223145,4539.546387,4717.57959,4501.317871,4737.508301,4167.72168
P23669,9936.256836,10112.20703,10382.41016,10270.2168,9905.110352,9275.061523
P26512,10493.58105,10975.85254,11266.37988,11024.14063,11322.30078,8939.060547
P31026,14193.05273,14723.77734,15531.59375,14838.66309,15204.97461,14559.21777
P35170,3314.95874,3387.563477,3457.698975,3024.585693,3370.282715,3560.54834
P35868,6059.29541,6036.495605,6080.599609,6089.998047,6050.107422,5911.652344
P38118,376.0198059,386.7852173,365.5570679,365.1065063,376.803833,388.789032
P38376,1795.672119,2249.368652,2179.069092,2030.703857,1642.798706,1904.231812
P40110,2194.100342,2044.737793,1994.318115,2057.154053,2053.756592,2000.929321
P40111,1170.372559,1148.194336,1150.432983,1205.290649,1134.526855,1341.397827
P42439,22051.18359,21158.06055,21288.21484,20705.89063,21446.75,20534.04297
P42442,1166.334595,1268.878418,1263.62146,1233.36499,1217.000366,1193.068848
P42449,2175.302002,2237.616699,2263.409668,2209.195801,2240.466309,2207.851807
P42450,1098.026245,1133.169922,1118.474609,1170.948853,1158.998413,1148.949585
P42455,77770.35938,78504.25,79331.15625,76694.96875,78836.44531,75364.10938
P42457,27858.08398,28676.70508,29492.80078,29073.44336,29828.51758,29698.52539
P42458,2508.843994,2831.752686,2608.827637,2927.787109,2239.018311,1829.112427
P42461,4617.322266,5183.021484,4907.850098,4808.645508,4231.646484,2819.575928
P42463,9494.364258,9397.120117,9539.138672,9223.717773,9363.134766,9467.155273
P42464,22463.94336,22021.44727,22406.93555,21976.45117,22070.5332,20476.60938
P42531,251.2371368,268.1605835,244.1668091,234.6776886,233.9040375,261.0285645
P46396,92.99604034,75.0957489,74.89414978,98.39431,83.22005463,95.47537231
P48242,8110.82959,8398.661133,8776.287109,8257.693359,8542.921875,8232.100586
P48243,2198.031494,2056.221436,2046.425049,2226.394043,2041.562134,2077.455078
P48244,1826.851196,1943.693604,1858.881592,1887.984131,1759.332642,1888.026001
P48245,1371.476318,1293.71814,1446.841064,1387.940063,1224.290405,1606.334595
P49973,6899.562012,7237.472656,7412.243652,6674.016113,7178.115234,5602.632813
P50216,29938.24805,29263.21094,29949.74414,29666.44141,30466.04297,26874.97266
P53532,3669.335449,3523.321533,3659.327393,3412.287598,3625.459229,3576.140625
P54122,4846.937988,4953.606934,5029.66748,4994.953613,4921.166504,5090.340332
P58893,3800.056396,3783.86792,4021.369873,3970.777832,3917.766602,3609.132813
P58897,3026.254395,3078.699463,2956.429932,3069.479492,3026.459717,2522.045654
P58939,9276.765625,9294.727539,9593.220703,8988.102539,9566.336914,8581.77832
P58946,7913.710449,7706.664063,8068.931641,7732.285645,8021.492188,7579.641113
P58998,3532.570313,3581.208496,3686.2854,3695.992188,3637.631348,3137.820801
P59004,6303.920898,6200.100098,6271.619141,6139.160645,6007.786133,5817.413574
P59011,3026.821289,2983.785889,2965.791992,3006.17749,3103.2771,3091.24292
P61173,37619.51172,44513,46220.11719,44887.39453,44307.38281,36662.46484
P66326,51430.30078,50713.62109,51504.93359,50683.78906,51187.81641,50651.51172
P66455,25171.40234,24610.05273,25248.7832,26042.47852,22177.70898,22734.83984
P66482,10170.67871,10085.19238,9641.863281,9836.887695,9877.490234,9395.861328
P71121,6619.496094,6551.80127,6742.358887,6658.17334,6544.713867,6443.284668
P77844,4102.328125,3904.986572,3949.799561,4032.824463,4148.750977,3916.010254
P77845,4976.715332,4922.357422,5017.955566,4928.046875,5179.606934,4881.646484
P82134,6011.610352,6070.077148,6073.344238,6146.295898,6296.89209,6201.353516
P94335,2273.867676,2298.143799,2197.527832,2235.164795,2131.155029,2184.899414
P94336,546.975769,534.3323975,588.2290039,566.9994507,582.8061523,504.8136597
P94337,11285.87695,11960.69434,11708.35156,12087.75391,12156.04883,10611.12402
P94338,751.0823975,747.62677,743.0814209,869.7842407,798.2789917,835.3815308
P94631,3312.314209,3381.635254,3284.317383,3221.85376,3381.715088,3390.563965
P94632,154.7400513,159.9673615,141.9158478,149.8027496,152.8221436,149.9174347
Q01651,41708.04688,43508.39063,44790.53906,43230.76563,44390.67969,38121.96875
Q01655,8640.954102,8898.100586,8964.608398,8609.625,9085.491211,7334.394043
Q04513,2619.812012,2499.248291,2712.662354,2560.262939,2801.108887,2603.801025
Q45288,9269.677734,9547.571289,10397.74512,9615.648438,10448.32715,9347.610352
Q45291,962.8696899,947.7332153,929.9611206,957.1896362,935.4699097,1000.045898
Q46065,187.1767578,244.8167267,303.8331604,289.1078186,232.2398224,251.7043762
Q46072,13402.71973,13180.06934,13087.44141,13399.44922,12644.94336,12641.84082
Q46078,39345.14453,40477.35547,40158.14063,39233.00781,41197.95703,37843.81641
Q57179,11324.44531,11103.16113,10895.15332,10810.07227,10785.73926,8572.933594
Q59200,852.0530396,811.2057495,854.2143555,837.609314,808.7910767,830.3268433
Q59279,3450.230713,3600.450684,3706.262695,3551.770996,3672.999023,3627.16626
Q59280,3653.268555,3839.556885,4067.386475,3866.32959,4073.605225,3274.977051
Q59281,1662.342285,1619.652832,1650.973511,1649.839966,1573.731934,1379.685303
Q59282,5902.087891,5736.979492,5939.093262,5604.477051,5814.884277,5802.026367
Q59283,2807.729004,2982.3479,3113.534668,3006.539307,2942.546631,2882.370117
Q59284,1418.633911,1432.125854,1476.158203,1456.928955,1480.494873,1377.215576
Q6M1C1,398.881073,599.4997559,598.1433716,491.4080505,481.665863,258.7891541
Q6M259,8561.853516,9860.013672,10476.12109,9699.146484,9348.357422,5479.491699
Q6M2E8,396.5796204,389.5265808,467.1578979,528.6260986,343.7364502,488.4291687
Q6M2F0,2696.068848,2761.95874,2720.399414,2603.132568,2698.45459,2816.355957
Q6M4B7,1662.616943,1532.471558,1598.831055,1439.041992,1601.44751,1640.315063
Q6M6E7,16212.2168,16470.86914,16322.85449,16174.12988,16359.00586,15004.84375
Q6M6N7,252.4635773,172.390976,159.4092255,171.7282257,181.5313721,172.989212
Q6M8X7,259.6042175,289.0246277,284.0370483,272.0931091,264.3746338,244.7430115
Q79VC4,208.7944489,189.4832611,202.1429749,220.2386932,191.7971039,222.2190704
Q79VD1,94.86441803,135.7743988,131.7202759,142.817688,145.4400177,129.9156342
Q79VD6,2742.603516,2744.183594,2792.891602,2778.760986,2716.964111,2774.844727
Q79VD7,15822.30566,15474.67578,14551.97949,14682.46191,14582.28125,16823.2832
Q79VD9,3658.651367,3793.233643,3729.287354,3627.70752,3690.672363,3838.486816
Q79VE0,878.7905884,772.3181152,898.9698486,811.3989258,827.1173096,901.2883301
Q79VE1,1152.040161,1249.767822,1270.157959,1292.683228,1281.779297,1232.334839
Q79VE2,861.3748779,899.2833252,866.7280884,875.1992798,848.0370483,924.0004272
Q79VE3,26363.00586,26251.42773,26423.78711,25957.23047,27520.23242,26825.03711
Q79VE5,5933.692871,5660.733398,5512.581055,5738.024902,6057.787109,5419.151367
Q79VE6,4214.174805,4669.33252,4729.346191,4646.713379,4815.223633,2844.687744
Q79VE8,18588.875,17276.94922,16992.36523,16588.33398,17250.88477,17314.16406
Q79VE9,23090.78906,22255.68945,22371.88281,22880.14453,22632.10547,22558.50195
Q79VF2,712.5511475,743.7182617,716.2518921,744.9876099,654.5466309,483.3840637
Q79VF3,5478.664551,5884.207031,6219.549805,5565.639648,6322.001953,5974.128418
Q79VF5,1017.183716,998.5297852,939.9586792,972.1507568,976.1551514,1048.354736
Q79VF6,2987.049561,3669.334961,3731.587158,2787.704346,3632.424805,3112.6604
Q79VF7,485.9571533,479.6028442,518.024231,494.6686707,481.6106567,481.6537476
Q79VG1,11539.58496,11577.55371,11671.48438,11287.26953,11592.34961,11988.09082
Q79VG4,10259.31836,10449.11426,10688.40527,10433.59473,10722.95117,10707.04785
Q79VG6,8608.451172,8941.4375,9314.828125,8186.665039,9037.243164,8209.739258
Q79VG7,23334.00586,23509.18945,23961.625,22993.21875,24631.34961,22824.43359
Q79VG9,8489.674805,11023.51953,10596.3916,10644.49707,9890.438477,7790.057617
Q79VH1,241.8564148,218.5014038,227.3688049,272.7293701,249.7578888,268.7297363
Q79VH2,2474.582764,2391.602295,2433.04126,2505.374512,2422.382568,2357.182129
Q79VH8,919.8197632,936.2926636,986.9055176,913.9906006,886.9890137,914.517395
Q79VI1,1240.63562,1187.012939,1271.283447,1238.959595,1216.503906,1229.835693
Q79VI2,27063.24414,27133.4668,27320.27344,26440.23047,27105.38477,25657.67969
Q79VI4,7624.410645,7530.571777,7707.668457,7686.871094,7473.598633,7603.358887
Q79VI7,17387.58008,17336.25586,17702.20898,17117.32813,17198.19141,17236.83789
Q79VJ0,193.3545532,197.248764,204.1807709,196.7435913,168.4250031,173.0575104
Q79VJ1,505.3164368,529.569458,550.6992798,459.7880554,517.5456543,423.4074097
Q79VJ3,621.1218872,584.8171997,612.8952026,636.3469238,643.8925171,581.3729858
Q79VJ4,871.4865112,968.343689,1126.70813,659.2368774,1119.436157,861.7875366
Q7DIC8,13427.64258,13929.92285,13565.10547,13733.7168,13815.45703,12707.2666
Q8NKY1,197.7876892,201.5576935,233.2096558,205.1672363,165.5705719,222.7215576
Q8NL51,509.2244568,459.2156372,509.1300049,460.7542725,432.6096802,479.938446
Q8NL52,142.979599,169.9642181,162.9032288,137.3801422,152.5358887,166.1284637
Q8NL53,3375.616699,3330.951172,3376.901855,3301.940186,3247.419189,3642.24707
Q8NL54,1904.814697,1849.005493,1814.682251,1751.35376,1782.470215,1953.284058
Q8NL55,8155.492676,8752.235352,8424.53418,8400.926758,8617.630859,8210.154297
Q8NL56,331.8671875,318.837738,293.2159119,337.0144653,345.0048828,267.4656982
Q8NL57,1765.781006,1787.104614,1788.475952,1802.121216,1886.914551,1759.567261
Q8NL58,7887.632324,7133.208984,7189.568359,7129.807617,6494.589355,4812.482422
Q8NL59,2052.304443,2048.856689,2094.704834,2113.510254,2199.811279,1888.839478
Q8NL61,226.0634308,211.0834503,227.2997589,236.1641846,224.9582825,253.5858307
Q8NL62,119.6891479,182.418808,191.3154602,145.6037445,160.3816376,99.56919861
Q8NL63,417.7066956,451.4832153,397.1146545,407.2834778,411.8516541,427.5767822
Q8NL64,573.8348999,545.9116211,534.7194824,552.3118286,553.3640137,565.1247559
Q8NL65,607.1326904,608.4048462,701.6711426,643.5725098,606.3775024,446.4638672
Q8NL68,119.7523193,151.8103485,137.0892181,136.3306122,167.2621765,134.7710114
Q8NL70,5162.608887,5087.477051,5239.062988,5011.252441,5101.948242,4588.722656
Q8NL72,696.506897,934.3284912,932.2631226,895.9989624,968.9337769,1028.99353
Q8NL73,869.4586182,895.5847778,872.276062,840.0490723,848.8634644,840.6346436
Q8NL74,773.0117188,724.5015259,762.2213745,807.9237061,801.9625854,765.6622925
Q8NL79,376.8291016,329.1891174,351.1806335,340.8511353,282.31427,378.7064819
Q8NL80,1023.88916,1053.488037,1044.950195,1029.649658,1014.80896,1017.901672
Q8NL82,465.5514832,450.6333923,473.2591553,448.1817932,444.4667664,448.9368896
Q8NL86,127.2740021,151.8935699,156.3382874,150.0924835,126.1418686,111.4796982
Q8NL87,226.0166473,229.5895844,197.9996033,263.6815186,182.4873199,198.3621063
Q8NL89,115.4134521,71.8704834,94.85057068,98.09275818,75.0479126,98.20120239
Q8NL91,203.3969879,184.3162231,203.7852325,202.602829,173.9112701,183.2398071
Q8NL92,158.7683258,133.9769287,160.7460938,145.181778,149.8019104,115.9344711
Q8NL93,552.9367065,527.206543,822.833252,532.9177856,523.7022705,484.5708618
Q8NL95,319.9706421,401.9296265,376.1685791,386.7944641,300.4200745,416.6627502
Q8NL96,140.168808,194.8132782,132.9945374,134.372818,162.3989716,191.1104889
Q8NL97,330.8457336,393.7806702,396.8898315,443.4014587,336.2563477,319.395752
Q8NLA2,867.1181641,888.2967529,939.5524902,939.6887207,876.2091064,746.6387329
Q8NLA4,728.8984375,698.5892944,720.9472046,693.8432617,746.3272095,789.4605103
Q8NLA7,484.0818176,470.895752,458.1799622,512.6798706,486.7280273,493.4850159
Q8NLA8,2101.377197,1759.166382,1772.067871,1845.930542,1841.776855,1766.678101
Q8NLA9,123.5173645,99.69415283,122.109436,95.93579102,121.7340927,112.2104187
Q8NLB0,242.5023193,252.4817963,260.3645935,262.9558105,238.4877625,228.4461517
Q8NLB1,1919.811523,2004.642212,1920.478638,1884.259766,1820.20813,1879.001709
Q8NLB2,1558.101685,1708.062988,1676.03125,1749.924683,1743.366699,1631.276489
Q8NLB4,803.0187378,829.0639648,865.3265991,876.0045166,774.2052612,830.7321167
Q8NLB5,321.8002625,347.0579224,363.2753906,373.8063965,371.0231628,342.8984375
Q8NLC0,743.690918,746.9946899,838.6442261,754.9902344,751.1120605,682.5556641
Q8NLC1,460.9887695,468.0142517,507.6996765,527.6729736,490.1432495,541.0437012
Q8NLC4,4026.537598,4214.191406,4207.714844,4236.305176,3999.406982,4115.271973
Q8NLD0,1530.84082,1528.825195,1480.090698,1576.839966,1533.849365,1586.368896
Q8NLD1,1116.074097,1029.725586,1050.706665,994.1466675,926.4932861,1112.873901
Q8NLD4,1054.307251,1075.775879,1188.5354,1248.130859,1107.844604,1130.484131
Q8NLD5,1103.271606,1201.643066,1148.917847,1202.72168,1113.369385,1075.64624
Q8NLD8,692.2086182,718.6311646,710.7872925,689.4049683,737.9436035,720.4589844
Q8NLD9,1535.601196,1459.406372,1548.417969,1613.246826,1565.985596,1604.017822
Q8NLE1,173.0526276,151.3707733,179.5571899,152.2445374,173.9630585,161.8300476
Q8NLE2,567.7689819,581.9923096,551.2389526,614.4342041,567.78302,586.8884277
Q8NLE3,3424.854736,4062.06665,4148.410645,4067.496338,3949.578125,2640.202148
Q8NLE4,914.4753418,933.5411987,935.3803711,913.9904785,931.8609619,960.5332642
Q8NLE6,33434.32813,32415.47266,33131.15234,32708.68164,32636.9375,31110.00781
Q8NLE7,429.1123657,399.5629272,465.9805603,422.8450623,449.6294556,404.3686523
Q8NLE8,191.8555145,201.1972961,183.9102325,203.1371918,211.4682159,196.9259033
Q8NLE9,215.2827148,192.4203186,190.2109833,229.6702118,181.8137512,172.6845245
Q8NLF0,1800.339844,1846.97876,1922.518188,1768.153809,1794.470459,1690.148193
Q8NLF1,8397.066406,7591.820313,7556.519531,7781.674316,7770.88623,7133.386719
Q8NLF2,344.0813904,328.5524292,331.475708,350.7061462,390.950531,425.7712097
Q8NLF3,227.5468292,206.0511627,186.3818359,209.5522766,214.3285065,214.3323975
Q8NLF4,6837.996094,7328.603516,6986.812012,6914.717773,7035.462402,6737.564453
Q8NLF6,732.5413208,696.3479614,635.9174805,669.6380005,734.7318115,577.4314575
Q8NLF7,355.3521118,370.3045959,349.0441284,391.3748474,360.605011,366.4746094
Q8NLF9,16811.42578,16494.36719,18019.76367,16514.49023,16336.06348,14784.68945
Q8NLG0,3511.772949,3564.813232,3621.656738,3790.005859,3868.146484,3608.228516
Q8NLG1,11129.12305,10215.41016,12100.1416,9652.354492,12117.49805,9187.77832
Q8NLG2,1541.511719,1662.980347,1610.59082,1669.517334,1654.678223,1546.709839
Q8NLG3,214.9117737,235.42659,266.4588013,247.3625031,236.6239624,261.2157288
Q8NLG4,515.713501,470.5994873,495.3620605,455.0844727,469.7481689,566.7889404
Q8NLG5,1413.885742,1744.190308,1672.058838,1565.36145,1588.106079,1108.611084
Q8NLG6,2878.823486,2903.96167,3553.265137,3121.186035,2859.804199,1913.936279
Q8NLG8,123.0353241,148.0575104,129.6194305,123.2082596,140.8974304,132.16745
Q8NLH1,1267.531616,1256.394653,1438.678345,1400.52356,1385.242065,871.0559082
Q8NLH5,107.3159943,96.15752411,97.54698181,118.6983566,160.0173187,106.519371
Q8NLI0,702.4710693,674.0093384,714.961731,666.999939,643.0221558,695.6287842
Q8NLI1,206.9205322,238.705307,159.6321716,180.143219,166.2278595,236.4258118
Q8NLI2,558.5725708,588.8568115,677.5651245,585.9175415,646.0807495,622.244812
Q8NLJ3,8642.745117,9391.352539,9312.884766,9324.862305,9294.083008,7871.416504
Q8NLJ4,2306.587646,2361.800293,2324.659912,2390.207764,2353.630615,2294.529785
Q8NLJ7,448.0623779,433.6298523,444.7964172,450.8625488,420.5551453,433.7643738
Q8NLJ8,1914.067383,1949.975098,1972.505127,1979.014893,1912.39856,1979.285767
Q8NLJ9,8228.963867,8369.37207,8360.382813,8564.401367,7923.09668,7766.306641
Q8NLK1,4081.563477,3853.032959,3915.214844,3807.759766,3685.802979,3515.435303
Q8NLK2,341.0446472,318.3138428,344.6039734,298.5820007,308.1461487,331.8644409
Q8NLK3,426.6973572,424.8343201,439.3246765,407.6688538,427.7218323,398.632782
Q8NLK6,205.1073761,208.7234192,221.2353516,216.7966614,197.8654327,218.0733032
Q8NLK7,2089.103516,1999.112915,2036.837769,2039.450806,2044.269531,1877.319214
Q8NLK8,731.7377319,751.5499268,701.2949829,715.8953857,716.0634155,736.0339966
Q8NLL0,5386.522949,5867.048828,5943.663086,5432.97168,5137.996582,4962.084961
Q8NLL1,177.9059296,170.3738708,195.4809265,174.0671539,138.7649841,189.7510681
Q8NLL2,227.9542999,199.0845337,187.0985413,223.8737946,201.5874481,222.8230896
Q8NLL4,170.8754578,200.3848877,193.3292389,216.2492676,181.1873016,171.5908051
Q8NLL5,3068.062744,2956.991943,3196.538818,3093.904053,3026.216553,2593.811768
Q8NLM3,4687.18457,4799.217285,4720.926758,4628.09375,4810.705566,4527.484863
Q8NLM4,693.9763184,784.2199097,721.1427002,730.2487183,740.1970215,829.5852051
Q8NLM5,182.6113434,171.6501617,166.4212646,184.1190033,141.7362671,180.906601
Q8NLM6,1689.987671,1664.679199,1658.478027,1749.539063,1599.407715,1627.280396
Q8NLM7,3803.894287,3693.1604,3839.715088,3850.645264,3941.552979,3873.19165
Q8NLM8,498.6512146,503.3952332,512.913147,501.4319458,552.2878418,514.0429077
Q8NLM9,138.3898926,94.59503937,83.04379272,94.09620667,85.09516144,96.76197815
Q8NLN0,22353.98438,22139.56641,21635.38281,21979.18164,22641.43359,22590.04102
Q8NLN1,2318.375,2383.733398,2343.454834,2375.094482,2325.381348,2384.585693
Q8NLN3,1139.572266,1050.864502,1035.903931,1141.420654,1093.614746,1113.450928
Q8NLN4,3855.737549,3842.303711,3940.459961,3908.665771,3890.849121,3581.958496
Q8NLN6,2881.95459,2914.562744,2717.120117,2747.835449,2964.703125,2658.009277
Q8NLN8,470.6517334,500.0440979,476.7365112,440.7896118,489.9751282,455.0343933
Q8NLP0,122.3769379,222.8070374,166.7546234,147.5783234,173.5698853,94.39881134
Q8NLP1,900.0941772,858.0960083,841.7599487,884.6685791,873.0758667,888.1956177
Q8NLP3,58.94776154,66.18523407,71.67825317,58.13023376,71.18160248,36.79491043
Q8NLP4,304.6961365,319.5749512,358.7704468,305.520813,357.4947815,238.7892609
Q8NLP5,1272.704346,1280.624634,1216.793213,1273.490112,1326.243286,1331.276978
Q8NLP6,3362.934082,3284.164795,3290.692139,3227.698975,3399.172607,3323.986816
Q8NLP7,2707.060547,2800.889404,2720.836426,2784.73291,2839.084229,2941.008789
Q8NLP8,517.4887695,500.1139526,494.9799194,495.6749268,477.4308472,427.3520813
Q8NLP9,2696.631836,2651.602295,2794.127441,2743.010254,2733.427002,2678.798096
Q8NLQ0,1048.347412,1143.984253,1126.349854,1055.555908,1108.348999,1024.560913
Q8NLQ1,2733.189209,2870.658447,2831.366699,2805.248779,2742.52124,2740.252686
Q8NLQ2,1331.670532,1287.944946,1334.204834,1265.151367,1302.428833,1427.240112
Q8NLQ6,2670.266602,2528.006348,2576.229004,2639.356689,2608.703613,2544.547852
Q8NLQ7,2968.202881,2906.967773,3035.346191,3059.056152,2963.068115,2945.428223
Q8NLQ8,1069.12146,1009.740967,1059.018188,1039.161499,994.1162109,1228.008789
Q8NLQ9,324.5487061,354.7206421,329.9754639,347.9927368,323.7190552,419.5115967
Q8NLR0,221.3281708,207.7478027,195.7055511,190.1011658,203.7714996,227.4004211
Q8NLR1,5605.538086,5186.748535,5317.795898,4797.521973,5374.395508,5453.433105
Q8NLR4,615.4949951,584.7324219,598.1895142,622.9595337,612.9547119,562.7246094
Q8NLR5,1108.381958,1019.52063,1062.168823,1196.391602,998.713623,1001.841187
Q8NLR6,11097.15332,10819.49316,11486.49902,10540.72461,11063.33887,10936.76855
Q8NLR7,2172.098877,2131.39917,2292.963135,2220.084229,2232.150391,2021.095947
Q8NLR8,1433.953735,1573.702393,1566.132202,1528.940063,1438.011841,1414.49292
Q8NLS0,382.0252686,302.6065979,375.1549683,375.2669678,360.8397827,341.3877563
Q8NLS1,1003.162842,970.0748901,1013.116577,1011.033447,965.1743164,1073.741943
Q8NLS2,441.3635254,480.5747986,463.4642639,454.7695313,456.9918823,465.7260437
Q8NLS3,1784.175903,1890.45459,1904.286987,2030.400635,2069.58252,1970.087646
Q8NLS6,700.0213623,703.2437134,669.8858032,641.1231079,608.7912598,520.5253296
Q8NLS7,198.7626038,208.1327972,196.4307251,196.9378204,223.978775,229.0059357
Q8NLS8,197.3244629,195.1873322,192.5722961,202.7725983,185.9963531,216.8722687
